CUST_ID,TARGET,AGE,GENDER,BALANCE,OCCUPATION,AGE_BKT,SCR,HOLDING_PERIOD,ACC_TYPE,ACC_OP_DATE,LEN_OF_RLTN_IN_MNTH,NO_OF_L_CR_TXNS,NO_OF_L_DR_TXNS,TOT_NO_OF_L_TXNS,NO_OF_BR_CSH_WDL_DR_TXNS,NO_OF_ATM_DR_TXNS,NO_OF_NET_DR_TXNS,NO_OF_MOB_DR_TXNS,NO_OF_CHQ_DR_TXNS,FLG_HAS_CC,AMT_ATM_DR,AMT_BR_CSH_WDL_DR,AMT_CHQ_DR,AMT_NET_DR,AMT_MOB_DR,AMT_L_DR,FLG_HAS_ANY_CHGS,AMT_OTH_BK_ATM_USG_CHGS,AMT_MIN_BAL_NMC_CHGS,NO_OF_IW_CHQ_BNC_TXNS,NO_OF_OW_CHQ_BNC_TXNS,AVG_AMT_PER_ATM_TXN,AVG_AMT_PER_CSH_WDL_TXN,AVG_AMT_PER_CHQ_TXN,AVG_AMT_PER_NET_TXN,AVG_AMT_PER_MOB_TXN,FLG_HAS_NOMINEE,FLG_HAS_OLD_LOAN,random,split
C19852,1,31,O,14411.51,PROF,31-35,618,1,CA,4/24/2005,145,17,22,39,4,2,7,1,8,0,41600,636680,378500,93147.0,25651,1175578.0,0,0,0,0,0,20800.0,159170.0,47312.5,13306.71,25651.0,1,1,0.001268502,-0.5077980532926937
C13757,0,52,M,89630.23,PROF,>50,116,9,CA,9/22/2014,32,26,24,50,12,3,7,1,1,0,54900,850830,94570,976148.0,171636,2148084.0,0,0,0,0,0,18300.0,70902.5,94570.0,139449.71,171636.0,1,1,0.001762696,0.4623738527230235
C7547,0,25,M,19646.14,SAL,<25,360,17,CA,6/21/2003,167,35,21,56,6,2,6,1,6,0,48400,660740,716480,154356.0,83531,1663507.0,0,0,0,0,0,24200.0,110123.33,119413.33,25726.0,83531.0,1,0,0.001762726,0.8054794586452578
C19771,0,42,M,185755.52,SENP,41-45,480,2,SA,4/19/2006,133,6,5,11,1,1,1,0,2,1,2100,777200,26220,950359.0,0,1755879.0,0,0,0,0,0,2100.0,777200.0,13110.0,950359.0,0.0,1,0,0.001872491,0.7160462400526612
C6234,0,45,M,733690.7,SENP,41-45,314,24,CA,04-09-2013,50,16,2,18,1,0,1,0,0,0,0,892900,0,139146.0,0,1032046.0,0,0,0,0,0,0.0,892900.0,0.0,139146.0,0.0,1,0,0.002240937,-1.1678558115743438
C16183,0,31,M,9059.48,SENP,31-35,234,7,SA,4/21/2003,169,6,4,10,0,0,0,0,4,1,0,0,45620,0.0,0,45620.0,0,0,0,0,0,0.0,0.0,11405.0,0.0,0.0,1,0,0.0022473000000000003,-0.8425881551814183
C11309,0,30,F,140228.35,SENP,26-30,361,29,SA,09-11-2005,141,2,2,4,1,1,0,0,0,0,1900,362530,0,0.0,0,364430.0,0,0,0,0,0,1900.0,362530.0,0.0,0.0,0.0,0,1,0.002481182,-1.7061964222063057
C9346,0,36,M,17003.58,SELF-EMP,36-40,135,11,SA,12/14/2012,54,2,2,4,1,0,0,0,1,1,0,191010,0,0.0,0,191010.0,0,0,0,0,0,0.0,191010.0,0.0,0.0,0.0,1,1,0.002524504,-3.3694664515719275
C62,0,40,F,884660.18,SENP,36-40,319,22,SA,5/26/2003,168,7,2,9,0,1,1,0,0,0,10500,0,0,847980.0,0,858480.0,0,0,0,0,0,10500.0,0.0,0.0,847980.0,0.0,1,1,0.002606406,-0.009383357519296453
C15901,0,37,M,25232.58,PROF,36-40,425,7,SA,8/23/2006,129,12,6,18,1,1,0,0,4,1,3800,927280,77220,0.0,0,1008300.0,0,0,0,0,0,3800.0,927280.0,19305.0,0.0,0.0,1,1,0.002696825,0.5226684610452175
C13606,1,53,M,459113.32,SAL,>50,882,16,SA,4/17/2008,110,16,15,31,2,2,4,1,6,1,45500,258490,149900,15901.0,173379,643170.0,0,0,0,0,0,22750.0,129245.0,24983.33,3975.25,173379.0,1,1,0.002907254,-0.0701617831813258
C17864,0,25,F,65352.69,SENP,<25,140,4,SA,08-01-2010,82,2,2,4,1,0,0,0,1,0,0,249050,0,0.0,0,249050.0,0,0,0,0,0,0.0,249050.0,0.0,0.0,0.0,1,0,0.003103295,0.3489823957411629
C11411,0,43,M,53809.93,PROF,41-45,133,13,SA,02-06-2005,148,5,4,9,1,0,0,0,3,0,0,907400,54060,0.0,0,961460.0,0,0,0,0,0,0.0,907400.0,18020.0,0.0,0.0,1,0,0.003298137,0.29153743228424583
C15628,0,24,F,1583866.05,SENP,<25,281,6,SA,1/22/2014,40,12,6,18,2,1,1,0,2,1,12100,557200,76950,604699.0,0,1250949.0,0,0,0,0,0,12100.0,278600.0,38475.0,604699.0,0.0,1,0,0.003417984,0.9471368336637936
C14190,0,24,F,537015.73,SENP,<25,155,4,SA,05-06-2012,61,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.003617118,0.3250439770751546
C7131,0,38,M,104992.52,SAL,36-40,171,14,SA,10-03-2011,68,2,1,3,1,0,0,0,0,0,0,352290,0,0.0,0,352290.0,0,0,0,0,0,0.0,352290.0,0.0,0.0,0.0,1,0,0.0036238940000000003,-0.3253029593194561
C19368,0,25,M,486469.59,PROF,<25,140,9,SA,02-11-2000,208,14,8,22,2,1,1,0,4,0,2800,694830,28900,712131.0,0,1438661.0,0,0,0,0,0,2800.0,347415.0,7225.0,712131.0,0.0,1,0,0.00389019,0.40928825628410875
C10984,0,26,M,233733.91,SENP,26-30,329,16,SA,04-03-2009,98,10,6,16,3,1,1,0,1,0,2100,848460,0,191234.0,0,1041794.0,0,0,0,0,1,2100.0,282820.0,0.0,191234.0,0.0,1,0,0.003938213,-0.6878580476809043
C2444,0,38,M,457782.18,SENP,36-40,251,18,SA,07-03-2003,167,10,6,16,1,1,0,0,4,0,19800,732860,33430,0.0,0,786090.0,0,0,0,0,0,19800.0,732860.0,8357.5,0.0,0.0,0,1,0.003950121,0.08890057524548743
C13594,1,26,M,112159.38,PROF,26-30,403,23,CA,08-07-2009,94,70,4,74,2,2,0,0,0,0,3200,451430,0,0.0,0,454630.0,1,0,0,0,0,1600.0,225715.0,0.0,0.0,0.0,1,1,0.004098293,0.18655191890471254
C15642,0,31,M,73645.31,SAL,31-35,479,9,SA,09-03-2010,81,8,6,14,2,1,1,0,2,1,5200,576750,73760,542895.0,0,1198605.0,0,0,0,0,0,5200.0,288375.0,36880.0,542895.0,0.0,1,1,0.004104526,-0.5836336277240973
C18960,0,30,M,169074.25,SENP,26-30,681,1,CA,8/21/2002,177,14,17,31,6,2,0,1,8,0,10400,475180,87870,0.0,148838,722288.0,0,0,0,0,0,5200.0,79196.67,10983.75,0.0,148838.0,1,1,0.004238403,0.9038042445136101
C10769,0,26,M,198322.27,PROF,26-30,248,20,SA,11/19/2010,78,8,5,13,0,1,0,0,4,1,8800,0,98060,0.0,0,106860.0,0,0,0,0,0,8800.0,0.0,24515.0,0.0,0.0,1,1,0.004255955,1.3713379872552418
C5830,0,26,F,477578.65,SELF-EMP,26-30,258,15,SA,1/25/2013,52,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0.004407068,-1.0226123225465982
C6011,0,36,F,21600.79,SENP,36-40,895,10,SA,1/20/2010,88,10,5,15,2,1,1,0,1,1,7800,167820,0,174203.0,0,349823.0,1,0,0,0,1,7800.0,83910.0,0.0,174203.0,0.0,0,0,0.004524403,0.7625254658611271
C4208,0,42,F,13158.14,SELF-EMP,41-45,105,15,SA,02-08-2010,88,18,14,32,6,2,4,1,1,1,35400,198430,51490,326421.0,170332,782073.0,0,0,0,0,0,17700.0,33071.67,51490.0,81605.25,170332.0,1,1,0.004611131,-0.2621988425582822
C5242,0,46,F,1200478.93,PROF,46-50,567,19,SA,12/16/2014,30,5,4,9,2,0,0,0,2,0,0,230250,11460,0.0,0,241710.0,0,0,0,0,0,0.0,115125.0,5730.0,0.0,0.0,0,1,0.005088623,0.1229245533566181
C73,0,51,M,622546.52,SENP,>50,357,11,SA,03-01-2011,75,8,6,14,1,1,0,0,4,1,400,397380,74490,0.0,0,472270.0,0,0,0,0,0,400.0,397380.0,18622.5,0.0,0.0,1,0,0.005205986,-0.24096408357164695
C9830,0,53,M,83666.06,SENP,>50,328,17,SA,12-01-2009,90,8,5,13,0,1,0,0,4,0,18500,0,78820,0.0,0,97320.0,0,0,0,0,0,18500.0,0.0,19705.0,0.0,0.0,1,1,0.005372959,-2.453019260070704
C5570,0,38,M,74551.0,PROF,36-40,568,14,SA,4/19/2005,145,3,2,5,0,0,0,0,2,0,0,0,42160,0.0,0,42160.0,0,0,0,0,0,0.0,0.0,21080.0,0.0,0.0,1,1,0.005751733,-1.3202055021113281
C17628,0,48,M,140053.3,PROF,46-50,140,9,SA,10-08-2009,92,4,3,7,0,0,0,0,3,1,0,0,37300,0.0,0,37300.0,0,0,0,0,0,0.0,0.0,12433.33,0.0,0.0,1,0,0.006005954,0.8231467975555735
C12588,1,29,M,9540.22,SAL,26-30,222,12,SA,1/23/2014,40,11,5,16,2,1,1,0,1,1,14400,248880,0,815270.0,0,1078550.0,0,0,0,0,0,14400.0,124440.0,0.0,815270.0,0.0,0,1,0.006344376,-0.6185161775676572
C3640,0,34,M,192849.23,SENP,31-35,102,24,CA,1/26/2013,52,5,1,6,0,0,0,0,1,1,0,0,58980,0.0,0,58980.0,0,0,0,0,1,0.0,0.0,58980.0,0.0,0.0,1,0,0.006484126999999999,0.6409589670780463
C7783,0,30,F,91173.94,SENP,26-30,858,13,SA,11/27/2006,126,8,5,13,1,1,1,0,2,1,5200,680210,30750,391231.0,0,1107391.0,0,0,0,0,0,5200.0,680210.0,15375.0,391231.0,0.0,1,0,0.006530538000000001,-0.14735507321692412
C5247,0,51,F,45176.34,SENP,>50,795,17,CA,10/31/2003,163,16,21,37,1,2,6,1,11,0,42700,935400,3511970,233086.0,88687,4811843.0,0,0,0,0,0,21350.0,935400.0,319270.0,38847.67,88687.0,1,1,0.006696638,-1.677922726253032
C326,0,30,M,43525.62,SELF-EMP,26-30,143,15,SA,5/24/2008,108,5,4,9,2,0,0,0,2,0,0,950790,29270,0.0,0,980060.0,0,0,0,0,0,0.0,475395.0,14635.0,0.0,0.0,1,1,0.007737193000000001,-2.163542456841116
C10468,0,40,M,2332280.82,SELF-EMP,36-40,141,16,SA,11-06-1999,211,5,6,11,0,1,1,0,4,1,1200,0,74480,746292.0,0,821972.0,0,0,0,0,0,1200.0,0.0,18620.0,746292.0,0.0,1,0,0.007960600000000002,-0.4330167092004843
C1529,0,52,M,377068.94,SENP,>50,719,20,SA,3/22/2009,98,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.008034351,-0.23583575612235433
C6187,0,40,F,465626.02,SENP,36-40,810,28,CA,2/25/2014,39,0,2,2,1,0,1,0,0,0,0,321510,0,461318.0,0,782828.0,0,0,0,0,0,0.0,321510.0,0.0,461318.0,0.0,1,1,0.008100516,1.475287814569836
C17713,1,52,M,20212.04,SAL,>50,154,7,CA,11-03-2011,67,6,3,9,2,0,0,0,1,0,0,720330,0,0.0,0,720330.0,0,0,0,0,0,0.0,360165.0,0.0,0.0,0.0,1,0,0.008138463,-2.0982304511305387
C1018,0,25,M,159501.24,SAL,<25,598,13,SA,03-05-2004,159,9,5,14,2,1,1,0,1,1,9500,443170,0,561142.0,0,1013812.0,0,0,0,0,0,9500.0,221585.0,0.0,561142.0,0.0,1,1,0.008232333,0.677461967878307
C1173,0,38,M,576881.89,SAL,36-40,181,26,SA,06-10-2012,60,5,2,7,2,0,0,0,0,0,0,599270,0,0.0,0,599270.0,1,0,0,0,0,0.0,299635.0,0.0,0.0,0.0,1,1,0.008244904,-0.023260256366718902
C4973,0,30,M,40244.29,SENP,26-30,805,23,CA,12/30/2001,185,9,1,10,1,0,0,0,0,0,0,73660,0,0.0,0,73660.0,0,0,0,0,0,0.0,73660.0,0.0,0.0,0.0,1,1,0.008297272,-0.8766771253952249
C3971,0,25,M,609430.56,SENP,<25,686,17,SA,04-05-2004,158,8,6,14,1,1,0,0,4,1,19200,248340,96170,0.0,0,363710.0,1,0,0,0,0,19200.0,248340.0,24042.5,0.0,0.0,1,0,0.008413453000000001,0.23212534676513372
C18903,0,35,M,352772.59,SENP,31-35,373,9,SA,3/20/2008,110,6,4,10,2,0,0,0,2,1,0,716550,57220,0.0,0,773770.0,0,0,0,0,0,0.0,358275.0,28610.0,0.0,0.0,1,0,0.008455399,-0.19603496744710053
C14801,0,36,M,43858.22,PROF,36-40,126,9,SA,08-03-2012,58,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.008556493,-0.6569597002342367
C19703,0,45,M,23049.75,SAL,41-45,701,8,SA,1/26/2007,124,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,0.008657521999999999,-0.3127516868656275
C2114,0,43,F,1630114.33,SENP,41-45,525,23,SA,1/25/2009,100,6,1,7,0,0,0,0,1,0,0,0,96380,0.0,0,96380.0,0,0,0,0,0,0.0,0.0,96380.0,0.0,0.0,1,1,0.008690403000000001,-0.448153098071695
C19293,0,45,F,1879959.61,PROF,41-45,206,4,CA,03-06-2011,75,12,14,26,3,2,4,1,4,0,31900,37870,207710,303969.0,133419,714868.0,0,0,0,0,0,15950.0,12623.33,51927.5,75992.25,133419.0,1,0,0.008694738,0.7374683627147377
C12771,1,37,M,25570.39,SELF-EMP,36-40,236,18,SA,02-04-2014,40,2,2,4,0,0,0,0,2,0,0,0,17500,0.0,0,17500.0,0,0,0,0,0,0.0,0.0,8750.0,0.0,0.0,1,0,0.008953751999999999,0.8833118384219589
C12190,0,53,M,150381.54,SAL,>50,187,28,CA,1/15/2003,173,11,4,15,4,0,0,0,0,1,0,144180,0,0.0,0,144180.0,0,0,0,0,0,0.0,36045.0,0.0,0.0,0.0,1,1,0.009312785,-0.15732042526722756
C19662,0,38,M,493387.3,PROF,36-40,688,8,CA,08-08-2010,82,42,17,59,6,2,0,1,8,0,22100,506340,520790,0.0,138960,1188190.0,0,0,0,0,0,11050.0,84390.0,65098.75,0.0,138960.0,1,1,0.00932495,-1.2927012482446691
C2714,0,54,M,416326.31,PROF,>50,371,10,SA,12/30/2009,89,2,2,4,1,0,0,0,1,0,0,225870,0,0.0,0,225870.0,0,0,0,0,0,0.0,225870.0,0.0,0.0,0.0,1,1,0.009332106,0.9659395294095527
C9185,0,33,M,10233.71,SAL,31-35,292,10,SA,10/25/2014,31,4,5,9,2,1,1,0,1,1,11000,76650,0,626272.0,0,713922.0,0,0,0,0,0,11000.0,38325.0,0.0,626272.0,0.0,1,1,0.009613117,1.525719735126269
C12167,0,37,F,161870.61,SELF-EMP,36-40,166,12,SA,2/20/2004,159,10,5,15,1,1,1,0,2,0,16400,632770,15490,658338.0,0,1322998.0,0,0,0,0,0,16400.0,632770.0,7745.0,658338.0,0.0,1,1,0.009722531999999999,0.5249318967044562
C8331,0,42,M,71007.43,PROF,41-45,303,19,SA,07-03-2013,47,14,6,20,0,1,1,0,4,1,4400,0,19360,294524.0,0,318284.0,0,0,0,0,0,4400.0,0.0,4840.0,294524.0,0.0,1,1,0.00973237,0.8047480527001699
C14993,0,27,F,179431.1,SENP,26-30,931,4,SA,5/18/2007,120,4,3,7,1,0,0,0,2,0,0,676090,58630,0.0,0,734720.0,0,0,0,0,0,0.0,676090.0,29315.0,0.0,0.0,1,1,0.009756696,1.1066554599280756
C16863,0,44,M,107167.71,PROF,41-45,397,8,SA,4/21/2004,157,19,15,34,3,2,4,1,5,1,13300,204980,364520,962658.0,8754,1554212.0,0,0,0,0,0,6650.0,68326.67,72904.0,240664.5,8754.0,1,0,0.009964621,0.9015205404206982
C6732,0,45,F,1629312.06,PROF,41-45,218,14,SA,11-03-2003,163,2,1,3,0,0,0,0,1,0,0,0,18730,0.0,0,18730.0,0,0,0,0,0,0.0,0.0,18730.0,0.0,0.0,1,1,0.0100579,-1.7445843957912672
C8409,0,26,M,1136890.47,SENP,26-30,368,21,SA,11-02-2012,55,16,1,17,0,1,0,0,0,0,7000,0,0,0.0,0,7000.0,0,0,0,0,0,7000.0,0.0,0.0,0.0,0.0,0,1,0.010250503000000001,1.338570047911519
C5089,0,23,M,425436.63,SENP,<25,299,22,SA,03-10-2011,75,11,2,13,0,1,0,1,0,0,4400,0,0,0.0,52626,57026.0,0,0,0,0,0,4400.0,0.0,0.0,0.0,52626.0,1,1,0.010332082,-1.988018998823103
C8563,0,52,M,320090.1,PROF,>50,150,26,SA,04-04-2002,182,16,1,17,0,1,0,0,0,0,15600,0,0,0.0,0,15600.0,0,0,0,0,0,15600.0,0.0,0.0,0.0,0.0,1,1,0.010363490999999999,-1.1828546992170057
C18844,0,26,M,727073.95,PROF,26-30,502,9,SA,09-05-2005,141,6,5,11,0,1,0,0,4,0,11200,0,89370,0.0,0,100570.0,1,0,0,1,0,11200.0,0.0,22342.5,0.0,0.0,1,0,0.010617376000000001,0.5758075098050174
C18789,1,38,F,6073.04,SAL,36-40,444,5,CA,4/17/2001,194,23,30,53,3,3,9,2,13,1,10000,145040,1187400,520924.0,982,1864346.0,0,0,0,0,0,3333.33,48346.67,91338.46,57880.44,491.0,1,1,0.010700832,-0.1545750275669091
C10348,0,32,M,58059.04,PROF,31-35,673,20,SA,6/17/2007,120,7,7,14,0,1,1,0,5,0,500,0,843030,277818.0,0,1121348.0,0,0,0,0,0,500.0,0.0,168606.0,277818.0,0.0,1,0,0.01101861,2.391001790832854
C4550,0,55,F,15830.44,PROF,>50,852,25,SA,3/20/2003,170,9,4,13,1,1,1,1,0,0,3400,793180,0,157413.0,66351,1020344.0,0,0,0,0,0,3400.0,793180.0,0.0,157413.0,66351.0,1,1,0.011034911000000001,-1.3390901854857553
C6293,0,27,M,1215924.23,SAL,26-30,124,24,SA,12/17/2012,54,2,1,3,1,0,0,0,0,0,0,930120,0,0.0,0,930120.0,0,0,0,0,0,0.0,930120.0,0.0,0.0,0.0,1,0,0.011097268,1.3066854331856874
C8399,0,27,M,244434.44,PROF,26-30,846,16,SA,1/22/2011,76,4,3,7,1,0,0,0,2,1,0,998990,51400,0.0,0,1050390.0,0,0,0,0,0,0.0,998990.0,25700.0,0.0,0.0,0,0,0.01133268,0.7425162464227247
C16063,1,43,M,255854.86,SENP,41-45,716,1,SA,1/28/2009,100,11,5,16,1,1,1,0,2,1,2600,181940,63900,832793.0,0,1081233.0,0,0,0,0,0,2600.0,181940.0,31950.0,832793.0,0.0,1,0,0.011387971,1.2675168427866994
C10113,0,52,F,30607.53,SAL,>50,133,19,SA,1/26/2001,196,11,5,16,1,1,1,0,2,0,17200,78850,78040,489339.0,0,663429.0,0,0,0,0,0,17200.0,78850.0,39020.0,489339.0,0.0,1,1,0.011598388000000001,-0.1594619739948157
C572,0,39,M,1483563.55,SENP,36-40,122,22,SA,08-09-2003,166,7,2,9,2,0,0,0,0,0,0,486770,0,0.0,0,486770.0,0,0,0,0,0,0.0,243385.0,0.0,0.0,0.0,1,0,0.011798215,-0.917052921339131
C11953,0,25,F,605124.61,PROF,<25,530,18,SA,4/14/2003,170,9,5,14,1,1,1,0,2,0,3900,611170,20560,411255.0,0,1046885.0,0,0,0,0,0,3900.0,611170.0,10280.0,411255.0,0.0,0,0,0.01191729,0.8641324665766
C14422,0,55,M,931448.34,PROF,>50,483,9,CA,8/23/2008,105,57,23,80,11,3,7,1,1,1,42800,908330,47850,440397.0,141672,1581049.0,0,0,0,0,0,14266.67,82575.45,47850.0,62913.86,141672.0,1,1,0.01221897,-0.4966571808852449
C2645,0,30,M,9833.53,SENP,26-30,241,20,SA,10-07-2006,128,6,4,10,1,0,0,0,3,1,0,384430,85680,0.0,0,470110.0,0,0,0,0,1,0.0,384430.0,28560.0,0.0,0.0,1,0,0.012258006,1.0619045091980555
C12685,1,53,M,47333.77,SAL,>50,286,11,SA,12-04-2009,90,2,4,4,1,2,0,0,1,1,0,755780,0,0.0,0,755780.0,0,0,0,0,0,0.0,755780.0,0.0,0.0,0.0,1,1,0.012393248999999999,-1.354555357808523
C11628,0,26,M,591500.02,PROF,26-30,295,22,CA,10/17/2010,80,21,1,22,0,0,1,0,0,0,0,0,0,170270.0,0,170270.0,1,0,0,0,0,0.0,0.0,0.0,170270.0,0.0,0,0,0.012633051000000001,0.695057093791654
C6492,0,25,M,686921.78,PROF,<25,409,11,SA,2/21/2004,159,5,6,11,1,1,0,0,4,1,3400,286790,35730,0.0,0,325920.0,0,0,0,0,0,3400.0,286790.0,8932.5,0.0,0.0,1,1,0.012652365,0.44162699001208916
C8139,0,37,F,709623.91,SELF-EMP,36-40,146,20,SA,01-01-2014,41,14,7,21,4,1,1,0,1,0,3900,146490,0,220475.0,0,370865.0,0,0,0,0,0,3900.0,36622.5,0.0,220475.0,0.0,1,1,0.01275777,1.7171021585898758
C5891,0,39,M,187084.44,SENP,36-40,686,11,SA,2/14/2001,196,2,1,3,1,0,0,0,0,1,0,183800,0,0.0,0,183800.0,0,0,0,0,0,0.0,183800.0,0.0,0.0,0.0,1,1,0.012913065,-0.10863330706927775
C12495,1,47,M,164832.03,SELF-EMP,46-50,765,10,SA,08-07-2009,94,5,5,10,2,1,1,0,1,0,17000,106920,0,325480.0,0,449400.0,0,0,0,0,0,17000.0,53460.0,0.0,325480.0,0.0,1,1,0.013214344,-1.3076294518225184
C3121,0,50,M,375261.46,SELF-EMP,46-50,369,16,SA,06-08-2008,108,5,4,9,0,0,0,0,4,1,0,0,30480,0.0,0,30480.0,0,0,0,0,0,0.0,0.0,7620.0,0.0,0.0,1,0,0.013472246,0.7829553899403338
C17313,0,30,M,185489.94,SAL,26-30,773,8,SA,12/15/2013,42,2,2,4,0,0,0,0,2,0,0,0,56910,0.0,0,56910.0,0,0,0,0,0,0.0,0.0,28455.0,0.0,0.0,0,0,0.013473849,-0.022045520240597315
C4254,0,32,M,477346.71,SAL,31-35,215,12,SA,02-08-2003,172,11,6,17,1,1,0,0,4,0,8400,553420,85200,0.0,0,647020.0,0,0,0,0,0,8400.0,553420.0,21300.0,0.0,0.0,1,0,0.013788238999999999,0.17678993949881128
C3166,0,36,O,132584.39,PROF,36-40,432,16,CA,8/31/1999,213,43,17,60,10,2,0,1,4,1,39600,497280,10560,0.0,75890,623330.0,0,0,0,0,0,19800.0,49728.0,2640.0,0.0,75890.0,1,1,0.013814702,-0.779164298449994
C10687,0,48,M,15972.79,SENP,46-50,327,22,CA,01-09-2008,113,17,1,18,1,0,0,0,0,0,0,172120,0,0.0,0,172120.0,0,0,0,0,0,0.0,172120.0,0.0,0.0,0.0,1,0,0.013917077,1.8879622533183205
C14187,1,42,M,246214.55,PROF,41-45,567,5,SA,10/13/2005,140,14,12,26,5,1,4,1,1,0,2600,856830,14440,908850.0,124686,1907406.0,0,0,0,0,0,2600.0,171366.0,14440.0,227212.5,124686.0,1,1,0.014112597,0.13984960060413035
C625,0,32,F,107862.34,SENP,31-35,336,21,SA,8/19/2014,33,0,2,2,2,0,0,0,0,1,0,965350,0,0.0,0,965350.0,0,0,0,0,0,0.0,482675.0,0.0,0.0,0.0,1,1,0.014329056000000001,0.5426122697465555
C14115,0,54,M,297317.18,PROF,>50,593,3,SA,3/20/2000,206,14,8,22,0,1,1,0,6,0,4800,0,175750,858301.0,0,1038851.0,0,0,0,0,0,4800.0,0.0,29291.67,858301.0,0.0,1,0,0.014345255,0.11041210212034858
C8841,0,39,M,432125.66,PROF,36-40,379,14,SA,12/23/2004,149,8,5,13,2,1,1,0,1,1,13900,486730,0,382715.0,0,883345.0,0,0,0,1,0,13900.0,243365.0,0.0,382715.0,0.0,1,0,0.014568048,0.4199127494003261
